timeline,KM_estimate,Arm,Origin,Event
0.81,0.0067272616786043,Evolocumab,Observed data (FOURIER),MALE
0.82,0.006767155888051,Evolocumab,Observed data (FOURIER),MALE
0.83,0.0070279100284953,Evolocumab,Observed data (FOURIER),MALE
0.84,0.0073884853238596,Evolocumab,Observed data (FOURIER),MALE
0.85,0.0076140219240352,Evolocumab,Observed data (FOURIER),MALE
0.86,0.0081324236794448,Evolocumab,Observed data (FOURIER),MALE
0.87,0.0081392006265897,Evolocumab,Observed data (FOURIER),MALE
0.88,0.0084657806910845,Evolocumab,Observed data (FOURIER),MALE
0.89,0.0087128916944113,Evolocumab,Observed data (FOURIER),MALE
0.9,0.009156409787672,Evolocumab,Observed data (FOURIER),MALE
0.91,0.0092072364112793,Evolocumab,Observed data (FOURIER),MALE
0.92,0.0092075644962834,Evolocumab,Observed data (FOURIER),MALE
0.93,0.0092075644962834,Evolocumab,Observed data (FOURIER),MALE
0.94,0.0092075644962834,Evolocumab,Observed data (FOURIER),MALE
0.95,0.0092075644962834,Evolocumab,Observed data (FOURIER),MALE
0.96,0.0092075726927792,Evolocumab,Observed data (FOURIER),MALE
0.97,0.0092430340961242,Evolocumab,Observed data (FOURIER),MALE
0.98,0.0094957903869601,Evolocumab,Observed data (FOURIER),MALE
0.99,0.0097675638637301,Evolocumab,Observed data (FOURIER),MALE
1.0,0.0097675638637301,Evolocumab,Observed data (FOURIER),MALE
1.01,0.0097675638637301,Evolocumab,Observed data (FOURIER),MALE
1.02,0.0097675638637301,Evolocumab,Observed data (FOURIER),MALE
1.03,0.0097675638637301,Evolocumab,Observed data (FOURIER),MALE
1.04,0.0097675638637301,Evolocumab,Observed data (FOURIER),MALE
1.05,0.0097675638637301,Evolocumab,Observed data (FOURIER),MALE
1.06,0.0097675638637301,Evolocumab,Observed data (FOURIER),MALE
1.07,0.0097675638637301,Evolocumab,Observed data (FOURIER),MALE
1.08,0.0097675638637301,Evolocumab,Observed data (FOURIER),MALE
1.09,0.0097675638637301,Evolocumab,Observed data (FOURIER),MALE
1.1,0.0097675638637301,Evolocumab,Observed data (FOURIER),MALE
1.11,0.0100189857046202,Evolocumab,Observed data (FOURIER),MALE
1.12,0.0100501067917113,Evolocumab,Observed data (FOURIER),MALE
1.13,0.0103007724191302,Evolocumab,Observed data (FOURIER),MALE
1.14,0.0103015260780636,Evolocumab,Observed data (FOURIER),MALE
1.15,0.0103015309611264,Evolocumab,Observed data (FOURIER),MALE
1.16,0.0103015309611264,Evolocumab,Observed data (FOURIER),MALE
1.17,0.0103015309611264,Evolocumab,Observed data (FOURIER),MALE
1.18,0.0105527651255268,Evolocumab,Observed data (FOURIER),MALE
1.19,0.0108543647371356,Evolocumab,Observed data (FOURIER),MALE
1.2,0.0111440033171529,Evolocumab,Observed data (FOURIER),MALE
1.21,0.0113894639132417,Evolocumab,Observed data (FOURIER),MALE
1.22,0.011395481344496,Evolocumab,Observed data (FOURIER),MALE
1.23,0.0113954993338643,Evolocumab,Observed data (FOURIER),MALE
1.24,0.0113955113576991,Evolocumab,Observed data (FOURIER),MALE
1.25,0.0113955113576991,Evolocumab,Observed data (FOURIER),MALE
1.26,0.0116324643272259,Evolocumab,Observed data (FOURIER),MALE
1.27,0.0116710869674217,Evolocumab,Observed data (FOURIER),MALE
1.28,0.011975229104101,Evolocumab,Observed data (FOURIER),MALE
1.29,0.011975229104101,Evolocumab,Observed data (FOURIER),MALE
1.3,0.011975229104101,Evolocumab,Observed data (FOURIER),MALE
1.31,0.011975229104101,Evolocumab,Observed data (FOURIER),MALE
